,text,label
1312,E581X天然气井控制器油田的天然气井通常具有产气量高，现场无供电的特点。我们提供E581X天然气井控制器可以采集天然气井的数据：井下压力、地面压力、温度、天然气流量等数据，它还可以测量太阳能供电系统的工作状态。,工业自动化
1313,EPM绩效管理、ERP、MRO\项目管理、MES、CRM,工业软件与平台
1314,UNO-4679UNO-4679是一款高性能无风扇通用网络控制器，支持串行通信端口、以太网以及数字量输入输出功能，以及交流（100 ~ 240 VAC）或直流（100 ~ 240 VDC）、直流（10 ~ 30 VDC）输入。UNO-4679COMB带有5个LAN、4个USB (1个内部)、2个标准RS-232C、4个RS-232C/422/485（可设定、隔离）、8个隔离数字量输入和8个隔离数字量输出等接口，支持Windows XP Embedded、Windows CE.NET和Linux，能够提供可定制映像文件，带有优化板载设备驱动程序，以满足不同的应用需求。,工业自动化
1315,A6系列变频器A6-45K-A特色性能： 转速跟踪启动 变频器对正在旋转的电机进行速度辨识，并从识别到的频率直接跟踪启动，启动过程电流电压平滑无冲击低频高力矩 闭环矢量控制 0.00Hz 180%；开环矢量控制 2：0.25Hz 180%  ； 开环矢量控制 1： 0.50Hz 180%重点功能 转矩/速度控制模式切换、多功能输入/输出端子、欠压调节、三地切换、转速跟踪、转矩限制、多段速运行（ 最多至2 3段）、自整定、S段曲线加减速、转差补偿、P I D调节、下垂控制、限流控制、手动/自动转矩提升、电流限定频率范围 0 . 00～300 . 00 H z 注：开环矢量控制1方式0 . 0～3000 . 0 H z可根据客户需求定制起动频率 0. 00～60. 00Hz加减速时间 0. 1～36000s.(A4以上支持0.01s)能耗制动能力 制动单元动作电压：650～750V直流制动能力 直流制动起始频率：0. 00～300. 00Hz.直流制动电流：恒转矩0. 0～120. 0%；变转矩0. 0～90. 0% 直流制动时间：0. 0～30. 0s:无需直流制动起始等待时间，实现快速制动磁通制动功能 一直动作，减速时不动作可选，出厂默认减速时不动作参数拷贝 标准操作面板可实现参数上传、下载， 有拷贝进度指示;对已经上传的参数可选择禁止上传覆盖共直流母线 全系列可实现多台变频器共用直流母线供电独立风道 全系列采用独立风道设计， 支持散热器柜外安装方式万能扩展接口 支持客户二次开发带C P U的万能扩展板： 物理接口S P I总线， 软件协议 M o d b u s扩展卡 P G 反馈卡、恒压供水模块、Modbus、Profibus、Can通讯适配器上电自检 实现对内部及外围电路的上电自检， 如电机接地、+ 1 0 V电源输出异常、模拟输入异常、断线等.特色保护 电源欠压、过流保护、过压保护、干扰保护、自整定故障、模块保护、散热器过热保护、变频器过载保护、电机过载保护、外设保护、电流检测异常、输出对地短路异常、运行中异常掉电、输入电源异常、输出缺相异常、EEPROM 异常、继电器吸合异常、温度采样断线、编码器断线、+ 1 0 V 电源输出异常、模拟输入异常、电机过热（P T C） 、通讯异常、版本兼容异常、拷贝异常扩展卡连接异常、端子互斥性检查未通过、硬件过载保护,智能装备
1316,绿盟工业网络安全监测预警平台 INSPINSP以大数据框架为基础，通过攻防场景模型的大数据分析及可视化展示等手段，建立和完善工业网络安全态势全面监控、安全威胁实时预警、安全事故紧急响应的能力。通过独有的自适应的体系架构，高效地结合情境上下文分析，协助安全专家快速发现和分析安全问题，并能通过实际的运维手段实现安全闭环管理，同时弱化工业信息孤岛导致不能关联分析的问题。利用情报和智能分析成果，对企业发布早期预警信息，评估工业企业内部可能受影响的设备或资产，避免核心业务系统遭受的攻击和预防潜在的安全隐患。,安全
1317,ZTC1000V653汽车起重机中联重科ZTC1000V653汽车起重机，为4桥六节臂64m、单发、单缸插销伸缩方式、电控。该产品为行业内臂长最长、起重能力最强的四桥100吨汽车起重机，与行业同级五桥产品性能相当，起重性能全面领先代表了行业最高水平。1.6节最长64米椭圆形形主臂，3节24.5米副臂（选配标准节），最大起升高度89.2米。2.综合起重能力领先四桥产品5～40%以上，中长臂、全伸臂不低于五桥产品，基本臂最大起重力矩450t•m，全伸臂最大起重力矩237.6t•m ，全伸臂最大起重量为13.2t。3.四桥重型汽车起重机底盘平台，强大的承载性，良好的机动性、平稳性，行驶可靠性。4.全面升级的操控性能，行业定制系统慢档功能，满足精确吊装作业。智能化程度高，搭载防虚腿技术、超载数据有效性提升等技术，产品更安全。5.运营成本低，承载力强，具有带配重转场行驶能力，降低用户转运配重的成本。45吨超强的自装卸配重，低速行驶可带10吨配重转场。6.全方位车载信息平台，实现设备运营的立体监控。7.绿色环保时尚质感的全新涂装，全新两室设计，人性化细节设计，配全景式俯仰操纵室，便捷安全的操作体验。,智能装备
1318,信息资产安全管理中心百达智慧信息资产安全管理中心是一个为政企客户的信息系统提供全面的内外网资产安全管理的平台。产品基于软、硬资产的基础安全信息的采集和管理，助政企客户从系统监控、安全事件、事件管理、安全策略、资产管理多个维度实现对信息系统的资产安全的集中化管控和治理。,安全
1319,"PPC-6170PPC-6170 是一款基于Intel Core i3/i5和Celeron 处理器的工业平板电脑, 搭配17"" 真彩 TFT LCD 面板。PPC-6170拥有卓越的计算性能。模块化设计，极佳的连接性能，满足多种应用。除此之外，PPC-6170拥有2个扩展插槽, 2个硬盘驱动器，支持Intel RAID,1个独立的RS-232/422/485端口，安全可靠，为广泛的应用提供多种解决方案。",工业自动化
1320,温压流监测仪提供烟气流速、压力、温度等参数监测，并针对高温、高粉尘、高腐蚀的烟气环境，采用特殊设计提高产品稳定性、准确度。皮托管测量原理，自动清灰防堵、流速系数补偿、自动反吹设计，多种测量参数、安装附件、校准与调校方式可选。,智能装备
1321,"PPC-6191C19"" 寸可配置工业平板电脑 兼容多种Mini-ITX 主板",工业自动化
1322,输送式金属检测机输送式金属检测机,智能装备
1323,"IDP-31230W23"" 工业级 ProFlat 触控显示器。100% 纯平投射式电容触摸屏采用超薄外形、光滑圆角和坚固玻璃前置平面设计，现代感十足。",工业自动化
1324,DATALOGIC 德利捷Matrix 210N工业扫描器 固定式扫码器固定式扫码器,智能装备
1325,山石网科 SG-6000-P926 山石网科 hillstone VPN 防火墙山石网科 SG-6000-P926 山石网科 hillstone VPN 防火墙,安全
1326,物联网综合接入管理服务器物联网是新一代信息技术的重要组成部分，也是“信息化”时代的重要发展阶段。其英文名称是：“Internet of things（IoT）”。顾名思义，物联网就是物物相连的互联网。这有两层意思：其一，物联网的核心和基础仍然是互联网，是在互联网基础上的延伸和扩展的网络；其二，其用户端延伸和扩展到了任何物品与物品之间，进行信息交换和通信，也就是物物相息。物联网通过智能感知、识别技术与普适计算等通信感知技术，广泛应用于网络的融合中，也因此被称为继计算机、互联网之后世界信息产业发展的第三次浪潮。物联网是互联网的应用拓展，与其说物联网是网络，不如说物联网是业务和应用。因此，应用创新是物联网发展的核心，以用户体验为核心的创新2.0是物联网发展的灵魂。,工业自动化
1327,8Manage 管理会计在8Manage 中，每个数字或收据都是一个有真实完整来龙去脉的故事（不可辩驳的过往事件）。您可以点击一个数字或一张收据详细了解它是如何生成的。您可以逐层不断点击或向下钻取直至它最开始的状态。变更状态、请求内容、交互、行动、订单/合同、商品和服务的交付/验收、发票/付款/收据都是实时自动获取并汇总，所有这些数据都附有具体的发生时间，系统会根据预设好的数字规则自动生成会计账本。系统可随时把一个数字分解为真实不可辩驳的历史事件，或者根据数字规则把过往的所有交易历史汇总到最新或最终的数字。换而言之，审计跟踪是实时自动生成的。,智能装备
1328,ZXHN F431/F631基于xPON接入的融合型终端，融合了接入网关，无线路由器，语音和机顶盒功能，简化了设备配置，可为用户同时提供高速数据接入服务和4K高清视频业务。设备支持远程管理，可实现业务自动发放、故障诊断、性能统计等功能，方便客户使用和设备开通。,工业自动化
1329,H3C ICG2000D信息通信网关ICG 2000D信息通信网关是H3C公司基于新的技术和创新成果基础上推出的新一代信息通信网关设备，能够在企业网络应用不断丰富的形势下将多元业务方便的部署于同一节点，不仅能够最大程度的避免网络中多设备繁杂异构问题，而且极大降低了企业网络建设的初期投资与长期运维成本。ICG 2000D网关采用了业界领先的高性能多核CPU，并结合H3C公司先进的软硬件设计技术，为其作为网关设备提供了超强的并发业务处理能力，另外通过内置的硬件加密引擎大幅提高产品的数据加密性能。该网关采用了H3C公司ComwareV7软件操作系统，提供丰富的安全与QoS方面的功能特性，全面支持IPv6的部署和应用，同时大大地增强部署MPLS VPN业务的能力，还支持IRF等虚拟化技术。ICG 2000D网关适用于运营商的DCN自营网络，以及政府和企业的出口、汇聚或分支的网络环境，它不仅也可以作为政府或企业的分支接入或汇聚设备，还可以作为企业网VPN、NAT、IPSec等业务网关使用，与H3C的其他网络设备一起为政务、电力、金融、税务、铁路、教育等行业用户和大中型企业用户提供全方位的网络解决方案。,工业自动化
1330,安全接入网关系统安全接入网关系统(SSL VPN)是面向政府、企业、金融、能源、运营商等行业客户推出的，解决客户通过互联网使用电脑及智能终端远程办公、专网环境办公等场景的安全接入问题，实现客户5A级办公。安全接入网关系统在满足客户的身份安全、传输加密、访问授权、日志追溯等多种安全需求基础上，针对 BYOD 及 CYOD 等移动办公场景，提供统一的安全办公接入入口、门户式单点登录、应用 APP安全加固、移动应用数据安全，从而为客户提供“一站式”安全移动办公解决方案。,安全
1331,工控安全评估系统工控安全评估系统是交大捷普一款工业互联网安全漏洞扫描平台。它以工业互联网漏洞挖掘成果为基础，专门为测评机构和行业用户推出的一款工控漏洞扫描工具，并能针对系统存在的漏洞提出有效的整改建议。系统支持70多种工控和IT协议，能够安全准确的识别工业网络中的各类工控系统、设备、软件以及其他运行中的IT服务器、数据库和网络设备，结合专业的工控漏洞库，设备库和签名库，智能生成网络拓扑。系统通过发送合规协议包，对网络设备进行无损探测，并且可以限制发包速率。对于相对脆弱的网络，可以把发包速率降到极低（如每秒仅发一个小于128字节的报文）从而实现对生产网进行在线扫描。,安全
1332,FD3051S LF卫生型差压变送器FD3051S LF卫生型差压变送器,工业自动化
1333,伺服电机伺服电机伺服电机伺服电机电机功率：0.1KW～7.5KW电压：AC 1Phase 110V/220V电压：AC 3Phase 220V/380V减速比：1：3～1：1258000额定转速：0.0016～3000RPM额定扭矩：0.1～1100N.m,工业自动化
1334,网页防篡改系统捷普网页防篡改系统采用先进的Web服务器核心内嵌技术，将篡改检测模块和应用防护模块内嵌于Web服务器系统内部，不仅实现了对静态网页和脚本的实时检测和恢复，更可以保护数据库中的动态内容免受来自于Web的攻击和篡改。并定时监控模块状态和Web服务器使用情况，以实现监控和防护一体化。防篡改系统保护网站安全运行，维护政府和企业形象，保障互联网业务的正常运营，彻底解决了网站被非法修改的问题，是高效、安全、易用的新一代的网页防篡改系统。,安全
1335,可视化、安全预警,工业软件与平台
1336,系统分析插件（ATool）具备文件格式识别、动静综合鉴定、衍生文件关联分析、分析过程查看、分析报告导出等功能，可对格式文档、可执行文件等对象进行深度分析，在动态执行的过程中有效触发漏洞揭示文件恶意行为，并输出丰富的情报信息。内置安天自主研发的专业反病毒引擎，结合海量的病毒库以及白名单库，进行动静结合全方位的分析，提供比一般开源沙箱更强的威胁分析能力。,安全
1337,安天镇关威胁阻断系统安天镇关威胁阻断系统，简称镇关（英文名：Persistent Threat Prevention System，PTF），是由安天提供威胁检测引擎，与安天主要生态合作伙伴上元信安联合开发的下一代防火墙。镇关采用高性能软硬件架构，以智能用户识别与智能应用识别为基础，实现了完全以用户和应用为中心的控制策略，先进的APT防护技术能够有效防范0day攻击和社工渗透等新型威胁。从用户、应用和行为的角度出发，重新实现了流量分类、访问控制、攻击防护和QoS等所有传统防火墙功能，并基于这些功能进行了高级抽象，提供用户策略、应用策略和行为策略等智能控制手段，有效解决了传统防火墙无法防范新型威胁的问题。镇关丰富直观的可视化信息，可方便查看策略实施效果、定位网络问题，利于做出更合理的网络安全规划和投资决策。,安全
1338,RGV穿梭车穿梭车主要用于和多点输送线或者操作工位对接用，具有远大于普通输送机的输送速度优势。设计时可以在车上搭载输送机，移载机等多种设备。同时根据需要也可以开发拐弯多轨道使用的类型。该车型主要行走于特定的轨道上，具体外形尺寸和承载能力，主要依据承载物料参数和输送工艺要求作针对性设计调整，具有高度的可适应性。经济适用，性价比高，能满足物流单元快速、稳定的自动搬运和移载要求，广泛应用在烟草、医药、快递、服装、饮料行业的自动化输送系统中。,智能装备
1339,服务器群组防护系统服务器承载业务具有开放性，并且操作系统、数据库系统和各种应用系统引入多种安全漏洞，使得各种业务服务器每天都面临着来自内外网络的各类入侵和信息窃取风险，企业的核心信息资产存在严重的安全隐患。然而很多组织对服务器防护思想还停留在早期的病毒防范，因此大量的企业信息泄露、篡改和服务停摆事件不断被爆出。捷普服务器群组防护系统是交大捷普针对服务器安全问题专门研发推出的专业保护系统，它能够提供服务器安全监测、服务器安全防护、服务器接入控制、服务器密级控制、篡改防护和行为审计等多种防护能力，帮助组织构建坚实的服务器安全壁垒。,安全
1340,NetEngine20E-S系列华为NetEngine20E-S系列综合业务承载路由器可适用于企业各种类型和规模的网络：-40ºC~ 65ºC 宽温可适应严酷恶劣环境；采用功能强大的华为自研NP芯片，提供高性能业务承载服务；华为创新的IP硬管道技术，提供高品质的IP专线服务；支持华为创新的IP FPM技术和硬件BFD等，提供快速精确的故障定位和检测服务；支持硬件和软件全面高可靠技术， 提供99.999%的电信级可靠性；基于创新的SDN架构设计，能够解决网络流量负载不均，提高网络带宽利用率。,工业自动化
1341,云MES、APS、工业大数据应用平台、PHM、数据中台、数据采集、DNC、MDC,工业软件与平台
1342,云密码资源池管理平台云密码资源池管理平台是云密码资源池的主控平台，为整个云密码资源池提供云密码机接入、云密码资源池化、密码计算单元（虚拟密码机）和密码计算单元集群（虚拟密码机集群）控制管理等功能。云密码资源池管理平台主要面向云计算、政务云领域，重点是私有云环境中，将多个原本独立的密码设备组成云密码资源池，对云密码资源池中的资源（网络资源、镜像资源、计算资源等）进行池化管理，池化后的资源可以弹性伸缩、按需分配，独立部署为密码计算单元（虚拟密码机）、密码计算单元集群（虚拟密码机集群）。密码计算单元（虚拟密码机）、密码计算单元集群（虚拟密码机集群）由云密码资源池管理平台对其进行申请、审批、创建、分配、监控、回收等全生命周期的管理。,安全
1343,"MES, QMS, WMS, 数据中台",工业软件与平台
1344,终端安全响应系统（EDR）奇安信终端安全响应系统（EDR）是传统终端安全产品在高级威胁检测和响应方面的扩展和补充，通过威胁情报、攻防对抗、机器学习等方式，从主机、网络、用户、文件等维度来评估企业网络中存在的未知风险，以行为引擎为核心，利用威胁情报，缩短威胁从发现到处置的时间，有效降低业务损失，增加可见性，提升整体安全能力。,安全
1345,H3C SR8800-F 核心路由器SR8800-F是H3C自主研发的高端路由器，采用先进的硬件架构，支持高密度10GE、40GE、100GE接口，单槽位性能灵活扩展，可满足不同网络位置需求；支持先进的网络操作系统Comware V7，该操作系统在多核CPU的支持、分布式计算、模块化的设计、高可用性架构、虚拟化、开放性等方面与SR8800-F完美融合；采用创新的虚拟化技术IRF2.0，可在提高网络可靠性的同时降低设备维护工作量；支持强大的BRAS功能，可满足运营商多业务边缘MSE设备以及高校园区网核心设备的发展需求；支持多种网络保护技术和1588v2同步以太网等功能，可以作为ER路由器满足运营商IPRAN组网需求。,工业自动化
1346,与非标自动化产线配套的工厂可视化、OEE、瓶颈检测和生产优化等工业APP,工业软件与平台
1347,"H3C ER2100V2 企业级高性能路由器支持丰富的上网行为管理功能* ER2100V2支持网站过滤功能（黑、白名单），支持对关键字的精确匹配和模糊匹配两种方式，而且支持网站过滤的特权IP配置；* ER2100V2支持多种即时通信软件和金融软件的应用控制，如QQ/MSN/大智慧/分析家/同花顺/广发至强/光大证券/国元证券等金融软件的应用控制功能。此外，用户可以通过对特权用户组的设置保证关键用户的使用不受影响。IPSec VPN，分支节点接入* ER2100V2支持标准的IPSec VPN，用户可以通过简单的WEB配置实现端对端之间的安全的VPN连接，支持多种加密算法，是理想的分支节点接入设备。* ER2100V2优化了IPSec VPN的配置步骤，通过简洁明了的配置向导，即使没有专业的网络知识也能轻松配置IPSec VPN连接。* H3C结合国内用户的组网特点在ER2100V2上同时支持通过域名方式配置IPSec VPN连接和NAT-T的NAT穿越功能，即使双方没有固定IP地址也可建立IPSec VPN链接。L2TP VPN,支持用户拨号接入* ER2100V2 支持L2TP拨号接入，方便企业出差员工访问公司内部服务器ARP病毒双重防护* ER2100V2通过IP<->MAC地址绑定功能，固定了网关的ARP列表，可以有效防止ARP欺骗引起的内网通讯中断。* ER2100V2能够实时的识别并丢弃非法的ARP报文，支持毫秒级的免费ARP的定时发送机制，可以有效地避免局域网PC中毒后引发的ARP攻击并能够及时修正PC错误的网关ARP。智能QoS策略* BT，迅雷等P2P软件对网络带宽的过度占用会影响到网内其他用户的正常业务，ER2100V2通过基于IP的网络流量限速机制和NAT表项限制机制，可以有效地控制单台PC的上/下行流量和建立的NAT表项的个数，限制了P2P软件对网络带宽的过度占用。* ER2100V2支持针对IP网段/IP范围以共享和独占的方式根据特定的时间段进行 QoS策略配置，满足用户灵活的业务配置需求。全面系统监控* ER2100V2提供全面的性能监视功能，并以折线图的方式提供对系统CPU以及内存使用情况的实时监视。* ER2100V2提供内网流量的实时监控，可以根据端口或IP进行流量监控及统计。* ER2100V2提供多种安全日志，包括内外网攻击实时日志、地址绑定日志、流量告警日志和会话日志，供网管员实时监控网络运行状态和安全状态。绿色环保设计* ER2100V2采用专业绿色低碳设计，且产品满足材料环保与安全性的欧盟RoHS标准。",工业自动化
1348,数据库防水坝【DBS-DW】数据库防水坝是一款满足用户数据库安全运维管理需求，集数据库准入、应用访问控制、数据库动态脱敏、运维审计等多种功能一体的产品。该产品满足数据库运维安全管理，符合运维安全内部控制和法规法令(等级保护、网络安全法、内控条例等)的要求，本产品在政府、金融、医疗、社保等行业广泛应用，保障用户的重要敏感资产信息不泄漏。,安全
1349,T2200-80Q/80V超大型平头塔机T2200-80Q/80V超大型平头塔机融合德国JOSI技术开发，整机性能卓越，高可靠性，高智能。采用二、四倍率，单小车、双小车可选，特别适用于大型火电站、桥梁等工程使用。1.性能优最大起重量80t，最大起重力矩2432t.m；最大臂长80m，臂尖最大吊重量21.0t。2. 工作高效● 采用二.四倍率，最大起升速度80m/min● 变幅机构基频以上恒功率段运行随载随速，预计可提高塔机变幅机构运行综合效率20%以上。3. 便运输.好安拆●标准节.爬升架均为片式结构，运输便利。● 配置标准节拉销装置，标准节销轴安.拆轻松。4.工作平稳，就位精准● 起升.回转.变幅三大机构均为变频控制，启.制冲击小；● 回转机构开发了变频器回转专用控制程序，实现对涡流制动力矩的智能控制，提高长臂架塔机的回转控制平稳性及就位准确性；● 起升机构4倍率吊额定载荷时的最低稳定速度为0.8m/min，吊装就位更精准。5.智能保安全⑴起升卷筒实时视频监视⑵自动平衡双面顶升系统，保证顶升安全性⑶故障自诊断，显示报警原因并提出解决方案6.独立高度高T2200-80v独立高度可以达到98.6m，不用打附着可以满足一般的工程施工。,智能装备
1350,嵌入式工控机恒泰克嵌入式工控机可以满足工业现场绝大部分的市场需求，基于X86/ARM两种架构，灵活的模块化选配性一直是恒泰克创新的方向。BPC系列工控机分为无风扇结构与多功能扩展型，从板载低功耗处理器到高性能七代酷睿i7处理器，多个PCI/PCIE等扩展接口，足为应对市场万千需求。,工业自动化
1351,手持终端手持终端,智能装备
1352,智能资源优化协同平台、APS,工业软件与平台
1353,智能流量仪表 气体流量计智能流量仪表气体流量计,智能装备
1354,安全加固服务为了有效保障网络的安全运行，在对操作系统、数据库、中间件、网络设备、安全设备、应用系统进行漏洞扫描、基线检测、渗透测试后，需要对发现的安全风险进行修复，以提升设备和系统的安全性。 安全加固服务，是指根据安全加固列表，逐一对指定目标的安全漏洞、安全配置进行修复、配置的全过程。加固项目包括但不限于系统补丁、防火墙、防病毒、危险服务、共享、自动播放、密码安全等。,安全
1355,AIOT边缘诊断控制器、PHM预测性维护、EAM、CSM智能服务，MOM,工业软件与平台
1356,FPM-2170GFPM-2170G是一款17寸 TFT 液晶工业平板显示器。它采用铝镁前面板，是同尺寸显示器市场中极具竞争力的产品之一。FPM-2170G还采用了轻薄设计，并提供多种工业级功能，如符合NEMA4/IP65标准的前面板、不锈钢机箱、VESA安装灵活性等。FPM-2170G非常适合与工业电脑如IPC-610或IPC-6806等一起使用。这种组合让您的系统工作更加稳定和可靠，可以在任何工业应用中使用。,工业自动化
1357,信号采集模块XDD-40TNC-M70A信号采集模块XDD-40TNC-M70A,安全
1358,日本安川MS210点焊MS210应对新型控制柜DX200拥有更高生产效率的多功能机器人6轴垂直多关节负载：225Kg动态范围：2702mm控制柜：DX200用途：点焊、搬运特点支持相关产品通过新型减震控制实现高速化扩大搭载点焊枪时动作范围机器人小型化，细长化实现高密度配置提高负载质量，节省布线机器人型号 MS210适用控制柜 DX200设置*1 F自由度 6可搬质量 225kg*4垂直伸长度 3393mm水平伸长度 2702mm重复定位精度*2 ±0.2mm动作范围 S轴（旋转） -180° ~ +180°L轴（下臂） -60° ~ +76°E轴（肘） -U轴（上臂） -147° ~ +90°R轴（手腕旋转） -360° ~ +360°*4B轴（手腕摆动） -125° ~ +125°*4T轴（手腕回转） -360° ~ +360°*4最大速度 S轴（旋转） 120°/sL轴（下臂） 97°/sE轴（肘） -U轴（上臂） 115°/sR轴（手腕旋转） 145°/sB轴（手腕摆动） 145°/sT轴（手腕回转） 220°/s容许力矩 R轴（手腕旋转） 1372N.m*4B轴（手腕摆动） 1372N.m*4T轴（手腕回转） 735N.m容许惯性力矩（GD2/4） R轴（手腕旋转） 145kg.m2*4B轴（手腕摆动） 145kg.m2*4T轴（手腕回转） 84kg.m2本体质量 1000kg电源容量*3 5.0kVA,智能装备
1359,FD80D/FD80E经济型压力变送器FD80D/FD80E经济型压力变送器,工业自动化
1360,DVB+OTT数字电视机顶盒SDC-3000HD高清双向DVB-C 数字机顶盒集成高性能Cortex A9双核处理器、内置NEON，其处理性能可以满足各种差异化的业务需求。支持高清视频解码各种格式，包括H.264，MVC中，MPEG1，MPEG2，MPEG4，DIVX，AVS+的RealVideo，VC-1，VP6和VP8和高性能H.264高清编码。支集成高性能2D/3D加速引擎，可为客户提供流畅的人机交互界面和丰富游戏体验。其功能齐全，操作方便，超凡的画面品质，为客户提供一个低功耗高集成的有线数字电视整体解决方案。,工业自动化
1361,IDS-3221W研华 IDS-3221W 嵌入式面板安装显示器系列产品允许用户灵活选择 LCD、触摸屏、信号接口和机箱安装方式。该系列产品采用标准集成框架设计，可支持便捷的前部安装和 VESA 安装，因此可灵活支持各种不同应用。,工业自动化
1362,"ANYSEC-IT运维堡垒机中科网威IT运维堡垒机系统通过B/S方式(https)对主机、服务器、网络设备、安全设备、数据库、应用等实施统一认证、授权、审计、分析；具有与身份认证系统无缝结合的接口,支持用户密码、手机令牌动态口令双因子认证；实现对操作过程的全程监控与审计录像回放，以及对违规操作行为的实时阻断。支持对多种远程维护方式，如字符终端方式(SSH、Telnet)、图形方式（RDP）、文件传输（FTP、SFTP）协议, 应用发布系统支持BS/CS等应用的单点登录及审计。",安全
1363,TTS-2000 SORTERSORTER是一个工厂材料传输设备，是一个与SEMI标准兼容的界面系统，可以手动或者配合AGV或OHT的承载水平传输晶圆。该系统提供单线接口供工厂控制，充裕的传输间距与工厂交互和简单的方式供人工服务。占地面积小，采用无X轴的双臂机械手，通过双轴复合运动实现取放片，极大的提高了传片效率的同时而又降低了产品维护成本。内部全新的气体导流结构，保证内部空间洁净度能够满足iso class 1级别，保证晶圆传输过程的洁净度。内部带有多重互锁保护，从软件到硬件，多重保证晶圆传输过程中的安全，人员与设备的安全。,智能装备
1364,音频扩大机主要功能支持线路、话筒和MP3音频输入;支持音频定压和定阻输出;具有高效变压器、大容量电容的电源滤波;具有过热、过流、过压、短路及防雷保护自恢复功能;内置监听喇叭，监听音量可调;具有设备网络管理接口。,工业自动化
1365,QMS,工业软件与平台
1366,售后服务管理软件,工业软件与平台
1367,ZXR10 M6000-2S 智能多业务承载路由器ZXR10 M6000-2S 系列产品是中兴通讯匠心打造的新一代智能多业务承载路由器，基于核心自研芯片技术，采用全模块化、弹性架构设计，大大提升网络长期演进能力。5G时代，VR/AR/大视频、自动驾驶、智能物联网、移动边缘计算等新兴业务蓬勃发展，需要网络提供大容量、极低的转发时延和超高的可靠性。ZXR10 M6000-2S顺应新业务发展趋势，基于高性能核心自研芯片融合SDN/FlexE/智能网络切片/高精度时钟等一系列创新技术，引领5G智能承载、夯实智慧城市网络根基，帮助企业构建数字化未来。ZXR10 M6000-2S包含如下子型号：ZXR10 M6000-2S4、ZXR10 M6000-2S4 Plus、ZXR10 M6000-2S10，适应客户不同网络规模和业务需求。,工业自动化
1368,MES，追溯与防错，安灯，智能仓储，智能物流,工业软件与平台
1369,流体解决方案，国产自主CFD软件系列,工业软件与平台
1370,SCADA系统友好人机展示界面  多品牌PLC，设备支持  终端设备实时状态展示     定制化风格和公司形象展示；多用户多级权限管理  支持审批式操作，确保操作安全        安全保障模块，防非法篡改,工业自动化
1371,直流无刷电机驱动器直流无刷电机驱动器直流无刷电机驱动器直流无刷电机驱动器电机功率：6W～750W电压:DC24V、DC36V、DC48V        DC110V、DC220V减速比：1：3～1：1258000额定转速：0.0016～3000RPM额定扭矩：0.1～56788N.m,工业自动化
1372,"安全运行监管系统安全运行监管系统是卫士通立足于电子政务内网和军工涉密网,以政策和用户需求为驱动,打造全时、全维、全方位的安全保密感知能力,智能化、主动化、持续化监测预警能力,动态化、协同化、流程化管控处置能力。通过对接和联动网络中各类网络设备、安全系统、保密系统,着力构建「多源监测″“命体诲估“、统一管控为一体的安全运行监管体系。",安全
1373,实时数据库系统、大数据、人工智能,工业软件与平台
1374,"PLM, PDM, EDM",工业软件与平台
1375,"PPC-6171C17"" 工业平板电脑 兼容多种 Mini-ITX主版",工业自动化
1376,ZXUN uMAC统一移动接入控制器ZXUN uMAC系统是中兴通讯研制的分组核心网设备，既可以作为GSM/UMTS网络中的SGSN，也可作为LTE/EPC网络中的控制面网元MME，或作为5GC网络中的AMF，或者同时兼具SGSN，MME和AMF的功能，使运营商可以实现平滑的网络演进。ZXUN uMAC具有两种产品形态，既可以应用NFV/SDN技术，实现软硬件解耦，作为EPC/5GC的VNF部署于云化核心网之中，也可以采用传统技术，通过专有硬件实现2/3/4G的网元功能。,工业自动化
1377,亚信安全合规管理平台【STAP】亚信安全合规管理平台通过技术手段实现合规检查工作的调度、执行、核查、报告功能，建立全网标准化的安全合规检查能力平台。优势●涵盖漏洞生命周期管理、基线配置合规性检查、弱口令检查●建立统一的合规项数据标准体系，提供统一的安全基线合规检查标准●满足多类国家及行业的安全合规检查标准要求,安全
1378,SCADA设备数据采集与监控系统SCADA实现设备与上层IT系统集成的信息系统,工业自动化
1379,全自动叠片机全自动叠片机功能概述本设备适用于将锂离子电池电芯的正、负极片与隔离膜做Z形叠片装配，自动在极组外包隔离膜，自动切断隔膜，自动贴终止防松胶带，自动下料，人工收取电芯.技能特点● 正、负极均为单料槽配置，料槽中极片具有实时浮升结构；● 采用轻微折弯、毛刷、,智能装备
1380,"SCADA, 物联网平台, MES, 设备监控",工业软件与平台
1381,CN8系列偏心旋转控制阀CN8系列偏心旋转控制阀是一种阀芯为球冠面的偏心角行程控制阀。采用一体式、直通型流道阀体结构，阀芯的回转中心不与旋转轴同心，可减少阀座磨损，延长使用寿命；具有优良的稳定性、抗冲刷、耐腐蚀、密封可靠及流量大可调范围广的优点。另外，该系列控制阀结构紧凑，输出力矩大，动作灵敏、平稳，使用寿命长，可广泛应用于石油、化工、煤化工、电力、冶金等工业控制领域重型负荷工况。,工业自动化
1382,数据采集器HC-90004英寸工业级手持电脑,智能装备
1383,点胶机台点胶机台,智能装备
1384,SuperX300物联网RTUSuperX300是安控科技推出的新一代物联网RTU，包括适用于物联网分布式测控场合的RTU控制器系列和分布式I/O系列，以及安全、高效和实时的通讯系统及各种系统辅助组件。SuperX300系列产品集成了多种信息技术、可视化技术、网络技术及控制技术等，为各种应用提供全集成化的解决方案，适用于离散控制、SCADA监控、物联网传输等多种应用场合。,工业自动化
